Genus Name,Species Name,Common Name,species,bio01,bio02,bio03,bio04,bio05,bio06,bio12,bio16,bio17,embergerQ
Eucalyptus,barberi,Barber's Gum,Eucalyptus barberi,11.49,9.5,52.09,314.63,20.97,2.76,688.13,202.88,150.46,133.08
Eucalyptus,baueriana,Blue box,Eucalyptus baueriana,15.13,10.64,49.8,385.05,25.8,4.48,842.47,268.44,150.71,138.39
Eucalyptus,baxteri,Brown stringy bark,Eucalyptus baxteri,13.56,9.58,47.99,363.55,25.06,5.15,834.45,301.73,120.92,149.73
Eucalyptus,behriana,Bull Mallee,Eucalyptus behriana,15.41,12.85,49.01,492.76,30.17,3.92,454.98,150.71,77.05,60.36
Eucalyptus,benthamii,Camden white gum,Eucalyptus benthamii,16.41,11.52,49.95,422.96,27.35,4.31,866.67,313.24,130.68,130.35
Eucalyptus,beyeri,Beyer's ironbark,Eucalyptus beyeri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,bigalerita,Northern Salmon Gum,Eucalyptus bigalerita,27.14,12.75,58.09,274.77,36.83,14.84,1081.58,706.67,7.36,173.17
Eucalyptus,biturbinata,New South Wales Grey Gum,Eucalyptus biturbinata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,blakelyi,Blakely's redgum,Eucalyptus blakelyi,14.95,12.87,47.29,537.14,29.26,2.06,753.24,247.56,140.12,96.69
Eucalyptus,blaxlandii,Blaxland's strigybark,Eucalyptus blaxlandii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,bosistoana,Coast grey box,Eucalyptus bosistoana,14.67,10.2,49.2,380.04,24.99,4.27,899.65,282.5,159.22,153.01
Eucalyptus,botryoides,Southern mahogany,Eucalyptus botryoides,15.75,9.06,47.32,361.39,25.26,6.18,1047.92,331.21,187.39,194.27
Eucalyptus,brachycalyx,Gilja,Eucalyptus brachycalyx,16.91,13.0,52.2,445.41,30.58,5.68,339.22,125.79,47.78,47.3
Eucalyptus,brassiana,Cape York red gum,Eucalyptus brassiana,25.72,9.06,60.53,186.17,33.02,18.03,1524.65,974.65,40.34,364.72
Eucalyptus,bridgesiana,Applebox,Eucalyptus bridgesiana,13.28,12.11,47.44,493.69,26.86,1.32,808.66,254.16,155.56,111.97
Eucalyptus,brookeriana,Brooker's gum,Eucalyptus brookeriana,11.18,8.38,48.69,313.87,20.67,3.46,1055.36,340.78,182.22,222.19
Eucalyptus,burgessiana,Faulconbridge malle ash,Eucalyptus burgessiana,15.42,8.98,46.39,379.8,24.78,5.51,1172.1,394.79,202.2,216.72
Eucalyptus,cadens,Tumble-down Swamp Gum,Eucalyptus cadens,14.18,12.71,45.98,544.51,29.79,2.16,823.81,276.14,141.35,103.28
Eucalyptus,caesia,Gungurru,Eucalyptus caesia,16.92,12.41,49.67,470.21,30.74,5.76,534.64,224.41,66.48,78.61
Eucalyptus,caleyi,Caley's Ironbark,Eucalyptus caleyi,15.84,12.49,47.94,511.71,28.74,2.7,784.1,286.23,131.82,104.68
Eucalyptus,caliginosa,Broad-leaved stringybark,Eucalyptus caliginosa,13.7,11.32,47.59,466.0,25.45,1.71,921.79,355.55,134.63,137.02
Eucalyptus,calophylla,Redgum,Eucalyptus calophylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,calycogona,Square-fruited Mallee,Eucalyptus calycogona,16.27,13.36,51.55,468.33,30.81,4.88,360.04,127.39,55.69,48.25
Eucalyptus,camaldulensis,Red gum eucalyptus,Eucalyptus camaldulensis,16.49,12.45,48.41,484.78,30.57,4.78,537.45,202.2,76.65,75.0
Eucalyptus,camaldulensis ovata,River red gum,Eucalyptus camaldulensis ovata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,camaldulensis x ovata,Eucalyptus camaldulensis,Eucalyptus camaldulensis x ovata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,cameronii,Diehard stringybark,Eucalyptus cameronii,13.92,10.08,46.46,434.67,24.67,3.01,1115.09,434.96,147.86,180.79
Eucalyptus,camfieldii,Camfield's Stringybark,Eucalyptus camfieldii,17.01,8.93,46.6,380.3,25.86,6.73,1228.85,413.98,204.99,223.74
Eucalyptus,campaspe,Silver gimlet,Eucalyptus campaspe,18.05,13.34,47.03,548.36,33.28,4.92,281.67,91.97,47.59,33.99
Eucalyptus,camphora,Swamp gum eucalyptus,Eucalyptus camphora,11.99,11.16,45.67,479.68,25.49,1.07,1005.65,328.87,177.67,144.67
Eucalyptus,canaliculata,Large-fruit grey gum,Eucalyptus canaliculata,16.88,10.99,49.08,429.95,28.0,5.65,1052.62,385.64,159.36,165.35
Eucalyptus,capitellata,Brown stringybark,Eucalyptus capitellata,17.36,9.31,47.14,390.26,26.5,6.77,1153.71,395.43,186.9,204.12
Eucalyptus,carnea,Broad-leaf White Mahogany,Eucalyptus carnea,17.86,10.07,48.92,389.85,27.34,6.79,1283.72,502.14,145.46,217.33
Eucalyptus,cephalocarpa,Silver stringybark,Eucalyptus cephalocarpa,13.86,9.62,46.54,377.89,25.49,4.85,919.64,274.0,174.54,155.66
Eucalyptus,chapmaniana,Bogong gum,Eucalyptus chapmaniana,10.51,10.14,42.73,487.07,23.86,0.22,1206.76,408.85,196.53,180.59
Eucalyptus,chloroclada,Baradine Red Gum,Eucalyptus chloroclada,18.37,13.64,48.18,552.7,32.16,3.85,642.0,240.51,107.49,78.21
Eucalyptus,cinerea,Silver dollar eucalyptus,Eucalyptus cinerea,13.6,11.86,47.52,482.88,26.73,1.76,796.02,244.6,156.64,114.17
Eucalyptus,cladocalyx,Sugargum,Eucalyptus cladocalyx,15.17,10.7,48.82,405.56,27.45,5.53,586.98,219.56,86.81,95.6
Eucalyptus,cladocalyx v. nana,Dwarf Sugar gum,Eucalyptus cladocalyx v. nana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,cloeziana,Gympie Messmate,Eucalyptus cloeziana,20.5,11.61,52.28,393.14,30.84,8.51,954.8,502.23,75.02,159.99
Eucalyptus,cneorifolia,Kangaroo Narrow Mallee,Eucalyptus cneorifolia,15.53,8.16,47.81,329.8,25.11,8.08,559.39,250.54,54.08,114.18
Eucalyptus,coccifera,Tasmanian snow gum,Eucalyptus coccifera,7.25,8.72,48.88,334.82,17.54,-0.27,1380.59,443.89,236.36,278.84
Eucalyptus,concinna,Victoria dessert mallee,Eucalyptus concinna,19.14,14.24,49.62,533.12,34.06,5.28,223.03,73.47,38.02,26.69
Eucalyptus,conferruminata,Bald island marlock,Eucalyptus conferruminata,16.12,9.99,54.23,311.45,25.72,7.27,599.62,255.76,64.42,114.57
Eucalyptus,conglobata,Port Lincoln Mallee,Eucalyptus conglobata,16.21,11.77,53.95,377.51,28.1,6.3,443.18,173.22,58.8,72.35
Eucalyptus,conica,Fuzzy box,Eucalyptus conica,16.75,12.92,47.81,530.97,30.27,3.22,707.9,252.26,118.73,92.42
Eucalyptus,consideniana,Yertchuk,Eucalyptus consideniana,14.03,9.65,47.66,379.01,24.6,4.37,946.39,286.82,183.37,164.74
Eucalyptus,coolabah,Coolabah,Eucalyptus coolabah,21.23,14.37,47.18,600.99,36.08,5.57,376.96,149.62,56.98,42.97
Eucalyptus,cordata,Herat-leaved silver gum,Eucalyptus cordata,10.34,8.66,50.12,310.0,19.73,2.47,981.7,292.48,195.85,201.25
Eucalyptus,cornuta,Yate,Eucalyptus cornuta,15.36,10.28,54.39,325.93,25.73,6.83,696.07,301.77,65.11,131.12
Eucalyptus,cosmophylla,Cup Gum,Eucalyptus cosmophylla,14.73,8.95,47.62,355.63,25.62,6.85,759.03,331.32,76.87,140.02
Eucalyptus,crebra,Narrowleaf red ironbark,Eucalyptus crebra,17.99,12.37,49.29,477.01,30.13,5.0,789.49,304.49,117.67,111.7
Eucalyptus,crenulata,Buxton gum,Eucalyptus crenulata,13.24,10.5,46.64,419.66,25.97,3.48,987.91,316.59,168.41,157.24
Eucalyptus,crucis,South Cross Silver Mallee,Eucalyptus crucis,18.32,13.59,47.24,572.74,34.36,5.59,307.65,125.4,40.07,36.52
Eucalyptus,cunninghamii,Cliff mallee ash,Eucalyptus cunninghamii,12.85,9.55,44.92,433.04,23.85,2.59,1240.19,470.39,197.28,204.03
Eucalyptus,curtisii,Plunkett mallee,Eucalyptus curtisii,19.55,11.76,50.57,431.93,30.21,6.91,1016.64,405.09,119.7,155.34
Eucalyptus,cyanophylla,Ghost Mallee,Eucalyptus cyanophylla,17.01,14.6,52.16,503.78,32.49,4.51,280.17,91.94,49.13,34.35
Eucalyptus,cypellocarpa,Mountain Grey Gum,Eucalyptus cypellocarpa,12.83,9.5,46.66,385.96,23.84,3.51,998.83,307.33,186.79,174.25
Eucalyptus,dalrympleana,Mountain white gum,Eucalyptus dalrympleana,10.31,10.28,46.34,438.55,22.37,0.1,1019.81,328.76,183.91,164.34
Eucalyptus,dawsonii,Slaty box,Eucalyptus dawsonii,16.77,12.59,48.36,501.4,29.85,3.83,685.4,233.97,119.95,91.21
Eucalyptus,dealbata,Tumble-down red gum,Eucalyptus dealbata,16.16,12.86,47.45,537.39,29.88,2.79,740.25,257.21,133.53,95.08
Eucalyptus,deanei,Roundleaf gum,Eucalyptus deanei,15.19,10.04,47.27,420.07,25.51,4.19,1006.63,374.42,150.07,167.23
Eucalyptus,decipiens,Red Heart,Eucalyptus decipiens,16.55,11.6,52.85,393.06,28.98,7.01,605.12,282.56,50.97,96.73
Eucalyptus,decorticans,Gum-topped ironbark,Eucalyptus decorticans,19.45,13.19,49.96,493.1,31.67,5.27,656.48,273.5,84.26,85.92
Eucalyptus,deglupta,Mindanao gum,Eucalyptus deglupta,22.86,8.66,73.41,111.49,28.9,16.78,2311.63,888.53,277.65,709.77
Eucalyptus,delegatensis,Alpine ash,Eucalyptus delegatensis,8.85,8.93,47.37,364.52,19.46,0.49,1207.8,388.56,210.14,228.83
Eucalyptus,dendromorpha,Budawang Ash,Eucalyptus dendromorpha,13.48,9.38,46.2,404.58,23.7,3.4,1249.11,412.06,220.88,217.83
Eucalyptus,denticulata,Shining gum,Eucalyptus denticulata,10.24,8.83,44.24,399.22,21.48,1.54,899.37,254.03,205.29,158.89
Eucalyptus,desmondensis,Desmond mallee,Eucalyptus desmondensis,16.26,11.83,54.82,369.84,28.14,6.56,378.8,135.6,58.8,60.58
Eucalyptus,deuaensis,Mongamulla mallee,Eucalyptus deuaensis,13.46,9.89,47.28,402.8,23.81,2.9,867.33,279.56,143.67,145.04
Eucalyptus,dielsii,Cap-fruited Mallee,Eucalyptus dielsii,16.29,12.69,54.38,402.27,29.07,5.73,380.1,127.76,65.47,56.36
Eucalyptus,diversicolor,Karri eucalyptus,Eucalyptus diversicolor,15.27,9.61,52.58,321.26,25.73,7.46,1006.33,472.38,70.86,192.35
Eucalyptus,diversifolia,Soap Mallee,Eucalyptus diversifolia,15.9,10.91,51.45,372.19,27.72,6.64,482.71,207.12,50.89,82.26
Eucalyptus,dives,Broad-leaved peppermint,Eucalyptus dives,11.85,11.1,46.0,467.3,25.11,1.04,920.38,289.99,169.96,135.67
Eucalyptus,dorrigoensis,Dorrigo white gum,Eucalyptus dorrigoensis,14.58,9.95,46.38,427.99,24.88,3.45,1156.18,467.37,139.8,188.87
Eucalyptus,dumosa,White mallee,Eucalyptus dumosa,16.87,13.52,49.77,511.7,31.8,4.56,335.09,108.81,60.18,42.63
Eucalyptus,dunnii,Dunn's white gum,Eucalyptus dunnii,16.63,10.04,47.78,409.04,26.57,5.58,1205.46,475.29,138.89,201.16
Eucalyptus,dwyeri,Dwyer's red gum,Eucalyptus dwyeri,16.65,12.93,45.87,574.92,31.32,3.14,598.1,189.73,120.0,73.62
Eucalyptus,elata,River peppermint,Eucalyptus elata,13.94,10.08,48.28,390.2,24.56,3.72,921.38,282.89,172.4,155.89
Eucalyptus,elliptica,Bendemeer white gum,Eucalyptus elliptica,13.3,12.48,48.58,498.76,26.31,0.66,886.89,308.73,152.73,121.54
Eucalyptus,eremophila,Sand Mallee,Eucalyptus eremophila,16.91,13.36,51.47,471.04,31.12,5.09,328.91,117.15,52.77,44.13
Eucalyptus,erythrocorys,Red-cap gum,Eucalyptus erythrocorys,19.54,12.78,51.08,459.04,33.31,8.24,505.96,279.69,27.91,71.78
Eucalyptus,erythronema,Red-flowered Mallee,Eucalyptus erythronema,17.8,13.75,49.06,542.93,33.59,5.56,334.37,143.19,41.92,40.77
Eucalyptus,eugenioides,Thin-leaved stringybark,Eucalyptus eugenioides,16.18,10.69,48.58,419.0,26.77,4.8,1009.07,364.81,152.4,162.13
Eucalyptus,exserta,Queensland Peppermint,Eucalyptus exserta,20.7,11.94,50.29,437.38,31.62,7.8,847.05,399.77,84.09,133.3
Eucalyptus,fasciculosa,Pink gum,Eucalyptus fasciculosa,14.97,10.66,49.79,383.73,27.39,6.07,647.95,269.46,69.94,107.26
Eucalyptus,fastigata,Brown barrel,Eucalyptus fastigata,11.6,9.95,46.39,418.28,22.93,1.5,971.23,295.04,189.05,160.67
Eucalyptus,fibrosa,Broad-leaved red ironbark,Eucalyptus fibrosa,17.28,11.62,48.52,460.87,28.88,4.91,858.7,309.61,134.34,128.13
Eucalyptus,flindersii,Mallee red gum,Eucalyptus flindersii,16.62,12.67,44.31,598.1,31.83,3.24,325.71,100.18,67.53,39.41
Eucalyptus,foecunda,Narrow-leaved Red Mallee,Eucalyptus foecunda,16.44,13.08,51.13,465.77,30.68,5.07,365.88,130.43,55.56,50.54
Eucalyptus,forrestiana,Fuchsia gum,Eucalyptus forrestiana,16.4,12.67,54.71,399.15,29.02,5.86,420.52,144.12,68.78,62.55
Eucalyptus,fraxinoides,White mountain ash,Eucalyptus fraxinoides,11.27,10.09,47.07,410.03,22.37,0.95,947.04,283.51,176.16,156.92
Eucalyptus,froggatti,Kamarooka Mallee,Eucalyptus froggatti,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,fulgens,Green Scentbark,Eucalyptus fulgens,13.75,9.91,46.55,383.96,25.93,4.67,1002.49,304.64,182.32,163.89
Eucalyptus,fusiformis,Nambucca Ironbark,Eucalyptus fusiformis,17.81,9.93,48.81,384.58,27.11,6.78,1350.02,533.65,141.0,230.7
Eucalyptus,gillenii,Mt Gillen Mallee,Eucalyptus gillenii,20.87,14.2,45.94,608.24,35.67,4.77,339.68,141.53,34.0,37.54
Eucalyptus,gillii,Curly Mallee,Eucalyptus gillii,18.67,13.81,46.02,607.8,34.14,4.14,219.88,76.68,42.32,25.21
Eucalyptus,glaucescens,Tingiringi Gum,Eucalyptus glaucescens,9.14,10.01,42.97,475.54,21.89,-1.22,1160.16,360.19,216.69,182.66
Eucalyptus,glaucina,Slaty red gum,Eucalyptus glaucina,18.14,11.29,49.98,418.7,28.81,6.24,960.79,372.51,121.68,148.13
Eucalyptus,globoidea,White stringybark,Eucalyptus globoidea,14.81,9.86,48.02,386.47,25.13,4.64,993.73,316.28,178.29,170.97
Eucalyptus,globulus,Blue gum eucalyptus,Eucalyptus globulus,13.68,9.55,47.38,386.64,24.81,4.45,853.99,302.62,127.04,157.81
Eucalyptus,globulus ssp. bicostata,Southern blue gum,Eucalyptus globulus ssp. bicostata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,globulus ssp. maidenii,Maiden's gum,Eucalyptus globulus ssp. maidenii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,globulus ssp. pseudoglobulus,Victorian eurabbie,Eucalyptus globulus ssp. pseudoglobulus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,globulus v. compacta,Dwarf blue gum,Eucalyptus globulus v. compacta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,gomphocephala,Tuart,Eucalyptus gomphocephala,17.87,10.62,48.02,432.8,30.3,8.08,651.3,339.51,40.01,103.49
Eucalyptus,goniocalyx,Mountain graygum,Eucalyptus goniocalyx,13.54,11.35,46.31,473.05,27.4,2.91,800.53,261.79,137.98,114.74
Eucalyptus,gracilis,Yorrel,Eucalyptus gracilis,16.99,13.4,51.14,480.61,31.37,5.13,325.52,111.38,52.92,43.34
Eucalyptus,grandis,Flooded gum eucalyptus,Eucalyptus grandis,18.29,9.68,49.1,371.56,27.27,7.57,1437.14,565.76,161.04,253.52
Eucalyptus,gregsoniana,Wolgan snow gum,Eucalyptus gregsoniana,11.96,10.49,46.0,450.62,23.76,1.0,1000.49,326.41,193.23,155.25
Eucalyptus,grossa,Coarse-leaved Mallee,Eucalyptus grossa,16.63,13.35,52.57,448.64,30.58,5.17,329.5,111.18,56.65,44.85
Eucalyptus,guilfoylei,Yellow tingle,Eucalyptus guilfoylei,15.06,9.36,54.42,291.27,24.86,7.67,1116.76,505.39,82.98,224.66
Eucalyptus,gunnii,Cider gum eucalyptus,Eucalyptus gunnii,7.95,8.79,47.09,366.08,18.67,-0.01,1220.39,400.69,206.86,236.31
Eucalyptus,haemastoma,Scribbly gum,Eucalyptus haemastoma,16.93,9.22,46.93,387.52,26.03,6.42,1184.96,408.92,193.84,210.57
Eucalyptus,hallii,Goodwood gum,Eucalyptus hallii,21.31,10.52,50.28,376.54,30.4,9.47,1040.26,443.64,114.04,169.69
Eucalyptus,herbertiana,Kalumburu Gum,Eucalyptus herbertiana,27.09,12.58,57.82,290.61,36.77,14.91,1055.53,702.18,7.09,169.0
Eucalyptus,ignorabilis,Grey Scentbark,Eucalyptus ignorabilis,13.2,9.57,46.83,380.67,24.47,4.03,967.24,287.46,195.31,165.55
Eucalyptus,imlayensis,Mount Imlay Mallee,Eucalyptus imlayensis,11.79,8.45,45.29,365.73,22.17,3.5,1210.0,350.0,227.67,225.85
Eucalyptus,incrassata,Lerp Mallee,Eucalyptus incrassata,16.28,13.05,51.79,452.82,30.41,5.18,378.08,137.59,54.82,52.61
Eucalyptus,intertexta,Inland Red Box,Eucalyptus intertexta,18.81,13.58,45.56,606.16,34.0,4.22,346.25,114.57,63.15,39.98
Eucalyptus,johnstonii,Tasmanian yellow gum,Eucalyptus johnstonii,8.44,8.21,48.82,310.05,17.95,1.15,1340.82,414.08,248.64,283.34
Eucalyptus,kartzoffiana,Araluen Gum,Eucalyptus kartzoffiana,13.39,11.17,48.61,428.48,24.82,1.84,798.94,247.27,146.88,121.68
Eucalyptus,kingsmillii,Kingsmill's Mallee,Eucalyptus kingsmillii,22.2,14.48,46.1,620.54,37.85,6.4,295.11,139.85,21.87,32.04
Eucalyptus,kitsoniana,Gippsland mallee,Eucalyptus kitsoniana,13.64,8.93,48.4,325.85,24.02,5.64,940.83,311.24,152.15,182.08
Eucalyptus,kruseana,Bookleaf Mallee,Eucalyptus kruseana,18.31,14.06,49.39,526.86,33.31,4.85,319.73,112.13,53.6,38.46
Eucalyptus,kybeanensis,Kybean Mallee Ash,Eucalyptus kybeanensis,9.14,9.62,43.51,449.89,21.27,-0.8,1138.96,351.9,211.73,183.2
Eucalyptus,lacrimans,Weeping snowgum,Eucalyptus lacrimans,9.3,12.44,46.53,518.33,23.76,-2.92,914.74,278.62,177.44,122.83
Eucalyptus,laevopinea,Silvertop Stringybark,Eucalyptus laevopinea,14.1,11.34,47.11,478.73,26.25,2.23,950.02,342.94,156.74,140.52
Eucalyptus,lansdowneana,Red-flowered mallee box,Eucalyptus lansdowneana,16.98,12.81,49.98,475.41,31.26,5.64,292.15,110.4,38.58,39.14
Eucalyptus,largeana,Craven Grey Box,Eucalyptus largeana,16.24,11.14,49.54,428.24,27.45,4.98,1155.62,451.05,155.3,179.84
Eucalyptus,largiflorens,Black box,Eucalyptus largiflorens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,lehmannii,Bushy yate,Eucalyptus lehmannii,15.77,11.11,54.7,347.48,26.8,6.49,513.2,189.1,70.81,88.99
Eucalyptus,leucoxylon,White ironbark,Eucalyptus leucoxylon,14.78,11.62,49.27,432.19,28.38,4.83,582.19,219.02,77.55,87.9
Eucalyptus,leucoxylon ssp. leucoxylon,Yellow gum,Eucalyptus leucoxylon ssp. leucoxylon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,leucoxylon ssp. megalocarpa,Large fruit yellow gum,Eucalyptus leucoxylon ssp. megalocarpa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,ligustrina,Privet-leaved stringybark,Eucalyptus ligustrina,13.93,9.53,46.0,415.93,24.28,3.56,1130.9,404.58,178.7,193.62
Eucalyptus,longifolia,Woollybutt,Eucalyptus longifolia,15.94,9.48,48.32,367.84,25.26,5.7,1010.13,327.96,169.62,181.37
Eucalyptus,longirostrata,Eucalyptus longirostrata,Eucalyptus longirostrata,19.14,12.25,49.99,457.24,30.45,5.93,745.25,311.0,94.15,105.99
Eucalyptus,lucens,Glistening Mallee,Eucalyptus lucens,20.98,14.3,45.65,609.0,35.92,4.61,315.33,125.4,34.44,34.44
Eucalyptus,luehmanniana,Yellow-top mallee ash,Eucalyptus luehmanniana,16.5,8.65,46.31,373.03,25.18,6.5,1290.64,435.11,218.76,239.44
Eucalyptus,macarthurii,Camden woollybutt,Eucalyptus macarthurii,13.1,11.16,47.83,445.17,25.04,1.73,977.54,300.16,187.48,146.98
Eucalyptus,macrandra,River yate,Eucalyptus macrandra,15.96,12.2,53.92,398.96,28.55,5.82,469.54,183.06,62.12,72.98
Eucalyptus,macrocarpa,Bluebush,Eucalyptus macrocarpa,18.22,13.49,50.73,499.18,33.34,6.75,485.14,250.22,35.98,63.21
Eucalyptus,macrorhyncha,Red stringybark,Eucalyptus macrorhyncha,13.52,11.74,46.5,492.51,27.36,2.12,810.43,257.39,150.51,112.77
Eucalyptus,macrorhyncha ssp. cannonii,Capertee Stringybark,Eucalyptus macrorhyncha ssp. cannonii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,major,Queensland grey gum,Eucalyptus major,18.76,11.72,49.96,439.83,29.58,6.11,891.55,367.74,104.29,134.47
Eucalyptus,malacoxylon,Moonbi Apple Box,Eucalyptus malacoxylon,13.57,12.88,49.04,507.26,26.87,0.63,841.8,290.13,145.67,112.26
Eucalyptus,mannifera,Red spotted gum,Eucalyptus mannifera,12.2,11.57,46.46,486.77,25.49,0.62,880.12,275.11,168.3,125.69
Eucalyptus,mannifera ssp. mannifera,Brittle gum,Eucalyptus mannifera ssp. mannifera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,marginata,Jarrah,Eucalyptus marginata,16.49,11.29,51.62,398.65,29.06,7.12,810.13,408.41,52.14,130.44
Eucalyptus,mckieana,McKie's Stringybark,Eucalyptus mckieana,14.39,12.31,47.89,508.09,27.13,1.44,869.29,317.55,146.61,118.12
Eucalyptus,melanophloia,Silver-leaved Ironbark,Eucalyptus melanophloia,18.86,13.44,49.02,526.02,32.06,4.61,680.45,270.15,102.87,86.52
Eucalyptus,melliodora,Yellow box,Eucalyptus melliodora,14.49,12.35,47.55,501.07,28.48,2.51,712.15,231.1,130.59,96.77
Eucalyptus,michaeliana,Hillgrove gum,Eucalyptus michaeliana,14.99,11.05,47.89,447.85,26.3,3.24,924.7,357.57,127.45,140.32
Eucalyptus,microcarpa,Narrow-leaved box,Eucalyptus microcarpa,15.33,12.65,47.23,520.49,30.17,3.37,555.89,176.73,101.66,72.39
Eucalyptus,microcorys,Australian tallowwood,Eucalyptus microcorys,17.48,9.79,48.43,387.26,26.83,6.65,1346.92,519.47,158.31,232.46
Eucalyptus,microtheca,Coolibah tree,Eucalyptus microtheca,26.15,14.18,53.89,420.43,38.16,11.61,652.3,431.55,9.84,87.48
Eucalyptus,miniata,Darwin Woollybutt,Eucalyptus miniata,27.06,11.33,59.01,227.92,35.49,16.25,1300.65,834.75,7.75,240.53
Eucalyptus,mitchelli,Mount Buffalo gum,Eucalyptus mitchelli,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,moluccana,Gum-topped box,Eucalyptus moluccana,17.29,11.97,49.79,449.63,28.83,4.79,883.39,328.8,129.8,129.59
Eucalyptus,moorei,Narrow-leaved sally,Eucalyptus moorei,12.63,10.5,46.66,440.39,24.15,1.7,1035.96,352.34,182.15,163.92
Eucalyptus,morrisbyi,Morrisby's gum,Eucalyptus morrisbyi,12.12,9.01,50.44,318.49,21.59,3.73,589.27,170.36,124.73,115.6
Eucalyptus,morrisii,Grey Mallee,Eucalyptus morrisii,18.59,12.49,43.56,609.05,33.36,4.7,376.73,115.9,77.46,44.98
Eucalyptus,muelleriana,Yellow Stringybark,Eucalyptus muelleriana,14.07,9.56,48.24,367.28,24.24,4.47,941.14,282.35,179.44,167.44
Eucalyptus,multicaulis,Whipstick mallee ash,Eucalyptus multicaulis,14.86,9.72,46.59,411.27,25.15,4.29,1072.28,368.28,181.47,181.59
Eucalyptus,neglecta,Omeo gum,Eucalyptus neglecta,10.69,10.57,44.54,468.8,24.05,0.39,1118.26,372.04,191.54,167.45
Eucalyptus,nicholii,Willow-leaved gimlet,Eucalyptus nicholii,14.81,11.45,48.57,451.13,26.41,2.89,957.27,342.21,154.5,146.98
Eucalyptus,nitens,Silvertop,Eucalyptus nitens,10.18,9.15,43.66,422.15,21.69,0.79,1226.37,395.13,206.46,209.46
Eucalyptus,nortonii,Long-leaved box,Eucalyptus nortonii,13.03,12.42,46.88,516.73,27.37,0.91,839.71,266.25,157.68,110.71
Eucalyptus,notabilis,Blue Mountains mahogany,Eucalyptus notabilis,15.84,10.29,48.26,408.61,26.03,4.75,1151.12,444.81,152.25,190.87
Eucalyptus,nova-anglica,New England Peppermint,Eucalyptus nova-anglica,13.17,11.84,48.22,476.02,25.33,0.83,899.24,340.92,138.36,129.64
Eucalyptus,nutans,Red-flowered moort,Eucalyptus nutans,15.49,10.77,51.14,385.03,27.23,5.97,557.25,190.0,90.25,96.65
Eucalyptus,obliqua,Messmate stringybark,Eucalyptus obliqua,12.12,9.03,47.62,352.9,22.7,3.7,1006.2,332.89,168.81,190.5
Eucalyptus,obtusiflora,Dongarra mallee,Eucalyptus obtusiflora,19.94,13.72,50.21,514.42,34.97,7.64,358.52,182.75,28.38,45.04
Eucalyptus,occidentalis,Flat-top yate,Eucalyptus occidentalis,15.97,11.92,54.5,379.38,28.04,6.15,474.18,180.01,63.86,76.53
Eucalyptus,odorata,Peppermint box,Eucalyptus odorata,15.87,12.17,49.51,461.94,29.83,5.22,467.16,175.73,61.2,66.44
Eucalyptus,oleosa ssp. oleosa,Red Morrell,Eucalyptus oleosa ssp. oleosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eucalyptus,olsenii,Woila gum,Eucalyptus olsenii,11.76,10.45,47.89,411.49,22.85,1.04,881.73,277.46,152.39,142.01
Eucalyptus,orbifolia,Round-leaved Mallee,Eucalyptus orbifolia,19.41,13.8,45.71,603.05,35.07,4.86,288.46,108.94,38.3,32.61
Eucalyptus,oreades,Blue Mountains Ash,Eucalyptus oreades,12.96,9.7,45.23,434.99,23.98,2.53,1208.67,443.04,193.57,199.25
Eucalyptus,ovata,Swamp gum,Eucalyptus ovata,12.83,9.64,48.65,356.42,23.96,4.14,833.24,271.08,143.24,149.64
Eucalyptus,pachyphylla,Red Bud Mallee,Eucalyptus pachyphylla,24.47,14.82,48.97,565.68,38.27,7.98,344.48,201.81,17.29,38.8
